Sequence,Fitness
01001,0.36787944117144233
01010,0.36787944117144233
01011,0.36787944117144233
01100,0.36787944117144233
01101,0.36787944117144233
01110,0.36787944117144233
01111,0.36787944117144233
10000,1.0
10001,0.36787944117144233
10010,0.36787944117144233
10011,0.36787944117144233
10100,0.36787944117144233
10101,0.36787944117144233
10110,0.36787944117144233
10111,0.36787944117144233
11000,0.36787944117144233
11001,0.36787944117144233
11010,0.36787944117144233
11011,0.36787944117144233
11100,0.36787944117144233
11101,0.36787944117144233
11110,0.36787944117144233
11111,0.36787944117144233
00000,0.36787944117144233
00001,0.36787944117144233
00010,0.36787944117144233
00011,0.36787944117144233
00100,0.36787944117144233
00101,0.36787944117144233
00110,0.36787944117144233
00111,0.36787944117144233
01000,0.36787944117144233
01001,0.36787944117144233
01010,0.36787944117144233
01011,0.36787944117144233
01100,0.36787944117144233
01101,0.36787944117144233
01110,0.36787944117144233
01111,0.36787944117144233
10000,1.0
10001,0.36787944117144233
10010,0.36787944117144233
10011,0.36787944117144233
10100,0.36787944117144233
10101,0.36787944117144233
10110,0.36787944117144233
10111,0.36787944117144233
11000,0.36787944117144233
11001,0.36787944117144233
11010,0.36787944117144233
11011,0.36787944117144233
11100,0.36787944117144233
11101,0.36787944117144233
11110,0.36787944117144233
11111,0.36787944117144233
00000,0.36787944117144233
00001,0.36787944117144233
00010,0.36787944117144233
00011,0.36787944117144233
00100,0.36787944117144233
00101,0.36787944117144233
00110,0.36787944117144233
00111,0.36787944117144233
01000,0.36787944117144233
01001,0.36787944117144233
01010,0.36787944117144233
01011,0.36787944117144233
01100,0.36787944117144233
01101,0.36787944117144233
01110,0.36787944117144233
01111,0.36787944117144233
10000,1.0
10001,0.36787944117144233
10010,0.36787944117144233
10011,0.36787944117144233
10100,0.36787944117144233
10101,0.36787944117144233
10110,0.36787944117144233
10111,0.36787944117144233
11000,0.36787944117144233
11001,0.36787944117144233
11010,0.36787944117144233
11011,0.36787944117144233
11100,0.36787944117144233
11101,0.36787944117144233
11110,0.36787944117144233
11111,0.36787944117144233
00000,0.36787944117144233
00001,0.36787944117144233
00010,0.36787944117144233
00011,0.36787944117144233
00100,0.36787944117144233
00101,0.36787944117144233
00110,0.36787944117144233
00111,0.36787944117144233
01000,0.36787944117144233
01001,0.36787944117144233
01010,0.36787944117144233
01011,0.36787944117144233
01100,0.36787944117144233
01101,0.36787944117144233
01110,0.36787944117144233
01111,0.36787944117144233
10000,1.0
10001,0.36787944117144233
10010,0.36787944117144233
10011,0.36787944117144233
10100,0.36787944117144233
10101,0.36787944117144233
10110,0.36787944117144233
10111,0.36787944117144233
11000,0.36787944117144233
11001,0.36787944117144233
11010,0.36787944117144233
11011,0.36787944117144233
11100,0.36787944117144233
11101,0.36787944117144233
11110,0.36787944117144233
11111,0.36787944117144233
00000,0.36787944117144233
00001,0.36787944117144233
00010,0.36787944117144233
00011,0.36787944117144233
00100,0.36787944117144233
00101,0.36787944117144233
00110,0.36787944117144233
00111,0.36787944117144233
01000,0.36787944117144233
01001,0.36787944117144233
01010,0.36787944117144233
01011,0.36787944117144233
01100,0.36787944117144233
01101,0.36787944117144233
01110,0.36787944117144233
01111,0.36787944117144233
10000,1.0
10001,0.36787944117144233
10010,0.36787944117144233
10011,0.36787944117144233
10100,0.36787944117144233
10101,0.36787944117144233
10110,0.36787944117144233
10111,0.36787944117144233
11000,0.36787944117144233
11001,0.36787944117144233
11010,0.36787944117144233
11011,0.36787944117144233
11100,0.36787944117144233
11101,0.36787944117144233
11110,0.36787944117144233
11111,0.36787944117144233
00000,0.36787944117144233
00001,0.36787944117144233
00010,0.36787944117144233
00011,0.36787944117144233
00100,0.36787944117144233
00101,0.36787944117144233
00110,0.36787944117144233
00111,0.36787944117144233
01000,0.36787944117144233
01001,0.36787944117144233
01010,0.36787944117144233
01011,0.36787944117144233
01100,0.36787944117144233
01101,0.36787944117144233
01110,0.36787944117144233
01111,0.36787944117144233
10000,1.0
10001,0.36787944117144233
10010,0.36787944117144233
10011,0.36787944117144233
10100,0.36787944117144233
10101,0.36787944117144233
10110,0.36787944117144233
10111,0.36787944117144233
11000,0.36787944117144233
11001,0.36787944117144233
11010,0.36787944117144233
11011,0.36787944117144233
11100,0.36787944117144233
11101,0.36787944117144233
11110,0.36787944117144233
11111,0.36787944117144233
00000,0.36787944117144233
00001,0.36787944117144233
00010,0.36787944117144233
00011,0.36787944117144233
00100,0.36787944117144233
00101,0.36787944117144233
00110,0.36787944117144233
00111,0.36787944117144233
01000,0.36787944117144233
01001,0.36787944117144233
01010,0.36787944117144233
01011,0.36787944117144233
01100,0.36787944117144233
01101,0.36787944117144233
01110,0.36787944117144233
01111,0.36787944117144233
10000,1.0
10001,0.36787944117144233
10010,0.36787944117144233
10011,0.36787944117144233
10100,0.36787944117144233
10101,0.36787944117144233
10110,0.36787944117144233
10111,0.36787944117144233
11000,0.36787944117144233
11001,0.36787944117144233
11010,0.36787944117144233
11011,0.36787944117144233
11100,0.36787944117144233
11101,0.36787944117144233
11110,0.36787944117144233
11111,0.36787944117144233
00000,0.5345629582845224
00001,0.5906399711826171
00010,0.5345629582845224
00011,0.5906399711826171
00100,0.5345629582845224
00101,0.5906399711826171
00110,0.5345629582845224
00111,0.5906399711826171
01000,0.560363443239497
01001,0.6164404561375918
01010,0.560363443239497
01011,0.6164404561375918
01100,0.560363443239497
01101,0.6164404561375918
01110,0.560363443239497
01111,0.6164404561375918
10000,0.45269796159432785
10001,0.5087749744924226
10010,0.45269796159432785
10011,0.5087749744924226
10100,0.45269796159432785
10101,0.5087749744924226
10110,0.45269796159432785
10111,0.5087749744924226
11000,0.4784984465493025
11001,0.5345754594473973
11010,0.4784984465493025
11011,0.5345754594473973
11100,0.4784984465493025
11101,0.5345754594473973
11110,0.4784984465493025
11111,0.5345754594473973
00000,0.2903096145636822
00001,0.20015386185741307
00010,0.38611279806439525
00011,0.29595704535812606
00100,0.3744065090478295
00101,0.28425075634156033
00110,0.4702096925485425
00111,0.38005393984227337
01000,0.34447663744368884
01001,0.25432088473741976
01010,0.4402798209444018
01011,0.3501240682381327
01100,0.4285735319278361
01101,0.3384177792215669
01110,0.5243767154285491
01111,0.43422096272227995
10000,0.2903096145636822
10001,0.20015386185741307
10010,0.38611279806439525
10011,0.29595704535812606
10100,0.3744065090478295
10101,0.28425075634156033
10110,0.4702096925485425
10111,0.38005393984227337
11000,0.34447663744368884
11001,0.25432088473741976
11010,0.4402798209444018
11011,0.3501240682381327
11100,0.4285735319278361
11101,0.3384177792215669
11110,0.5243767154285491
11111,0.43422096272227995
00000,0.28375447055255104
00001,0.28375447055255104
00010,0.40448649944340015
00011,0.40448649944340015
00100,0.38037922169289917
00101,0.38037922169289917
00110,0.5011112505837483
00111,0.5011112505837483
01000,0.39640153945281986
01001,0.39640153945281986
01010,0.5171335683436689
01011,0.5171335683436689
01100,0.493026290593168
01101,0.493026290593168
01110,0.613758319484017
01111,0.613758319484017
10000,0.28375447055255104
10001,0.28375447055255104
10010,0.40448649944340015
10011,0.40448649944340015
10100,0.38037922169289917
10101,0.38037922169289917
10110,0.5011112505837483
10111,0.5011112505837483
11000,0.39640153945281986
11001,0.39640153945281986
11010,0.5171335683436689
11011,0.5171335683436689
11100,0.493026290593168
11101,0.493026290593168
11110,0.613758319484017
11111,0.613758319484017
00000,0.3958845082550983
00001,0.3958845082550983
00010,0.48379714764268067
00011,0.48379714764268067
00100,0.2696829746924171
00101,0.2696829746924171
00110,0.3575956140799995
00111,0.3575956140799995
01000,0.5335294253952692
01001,0.5335294253952692
01010,0.6214420647828515
01011,0.6214420647828515
01100,0.4073278918325879
01101,0.4073278918325879
01110,0.4952405312201703
01111,0.4952405312201703
10000,0.4947518563945068
10001,0.4947518563945068
10010,0.5826644957820892
10011,0.5826644957820892
10100,0.36855032283182554
10101,0.36855032283182554
10110,0.456462962219408
10111,0.456462962219408
11000,0.6323967735346776
11001,0.6323967735346776
11010,0.72030941292226
11011,0.72030941292226
11100,0.5061952399719963
11101,0.5061952399719963
11110,0.5941078793595789
11111,0.5941078793595789
00000,0.40376913831932415
00001,0.40376913831932415
00010,0.44636654948556326
00011,0.44636654948556326
00100,0.40376913831932415
00101,0.40376913831932415
00110,0.44636654948556326
00111,0.44636654948556326
01000,0.47644025127677914
01001,0.47644025127677914
01010,0.5190376624430182
01011,0.5190376624430182
01100,0.47644025127677914
01101,0.47644025127677914
01110,0.5190376624430182
01111,0.5190376624430182
10000,0.4568442350329125
10001,0.4568442350329125
10010,0.49944164619915166
10011,0.49944164619915166
10100,0.4568442350329125
10101,0.4568442350329125
10110,0.49944164619915166
10111,0.49944164619915166
11000,0.5295153479903675
11001,0.5295153479903675
11010,0.5721127591566065
11011,0.5721127591566065
11100,0.5295153479903675
11101,0.5295153479903675
11110,0.5721127591566065
11111,0.5721127591566065
00000,0.34173543277750335
00001,0.5013568985398416
00010,0.20949710230162752
00011,0.36911856806396565
00100,0.34173543277750335
00101,0.5013568985398416
00110,0.20949710230162752
00111,0.36911856806396565
01000,0.23395829061394124
01001,0.39357975637627945
01010,0.10171996013806543
01011,0.2613414259004036
01100,0.23395829061394124
01101,0.39357975637627945
01110,0.10171996013806543
01111,0.2613414259004036
10000,0.34173543277750335
10001,0.5013568985398416
10010,0.20949710230162752
10011,0.36911856806396565
10100,0.34173543277750335
10101,0.5013568985398416
10110,0.20949710230162752
10111,0.36911856806396565
11000,0.23395829061394124
11001,0.39357975637627945
11010,0.10171996013806543
11011,0.2613414259004036
11100,0.23395829061394124
11101,0.39357975637627945
11110,0.10171996013806543
11111,0.2613414259004036
00000,0.4612947498950136
00001,0.4612947498950136
00010,0.46768407013189195
00011,0.46768407013189195
00100,0.3749984744083628
00101,0.3749984744083628
00110,0.38138779464524103
00111,0.38138779464524103
01000,0.27582085338935264
01001,0.27582085338935264
01010,0.28221017362623096
01011,0.28221017362623096
01100,0.18952457790270177
01101,0.18952457790270177
01110,0.19591389813958007
01111,0.19591389813958007
10000,0.4612947498950136
10001,0.4612947498950136
10010,0.46768407013189195
10011,0.46768407013189195
10100,0.3749984744083628
10101,0.3749984744083628
10110,0.38138779464524103
10111,0.38138779464524103
11000,0.27582085338935264
11001,0.27582085338935264
11010,0.28221017362623096
11011,0.28221017362623096
11100,0.18952457790270177
11101,0.18952457790270177
11110,0.19591389813958007
11111,0.19591389813958007
00000,0.5799666643717764
00001,0.4158448473194955
00010,0.5832025851349487
00011,0.4190807680826679
00100,0.5520435803319559
00101,0.387921763279675
00110,0.5552795010951282
00111,0.39115768404284734
01000,0.5799666643717764
01001,0.4158448473194955
01010,0.5832025851349487
01011,0.4190807680826679
01100,0.5520435803319559
01101,0.387921763279675
01110,0.5552795010951282
01111,0.39115768404284734
10000,0.45466117984278825
10001,0.2905393627905073
10010,0.45789710060596056
10011,0.29377528355367966
10100,0.42673809580296773
10101,0.2626162787506868
10110,0.42997401656614
10111,0.26585219951385924
11000,0.45466117984278825
11001,0.2905393627905073
11010,0.45789710060596056
11011,0.29377528355367966
11100,0.42673809580296773
11101,0.2626162787506868
11110,0.42997401656614
11111,0.26585219951385924
00000,0.6680557065819298
00001,0.7695930929139456
00010,0.6680557065819298
00011,0.7695930929139456
00100,0.5496998067166976
00101,0.6512371930487133
00110,0.5496998067166976
00111,0.6512371930487133
01000,0.6578081972364163
01001,0.7593455835684321
01010,0.6578081972364163
01011,0.7593455835684321
01100,0.539452297371184
01101,0.6409896837031999
01110,0.539452297371184
01111,0.6409896837031999
10000,0.6680557065819298
10001,0.7695930929139456
10010,0.6680557065819298
10011,0.7695930929139456
10100,0.5496998067166976
10101,0.6512371930487133
10110,0.5496998067166976
10111,0.6512371930487133
11000,0.6578081972364163
11001,0.7593455835684321
11010,0.6578081972364163
11011,0.7593455835684321
11100,0.539452297371184
11101,0.6409896837031999
11110,0.539452297371184
11111,0.6409896837031999
00000,0.45420636348348375
00001,0.5165819607145865
00010,0.4782907224633295
00011,0.5406663196944322
00100,0.45420636348348375
00101,0.5165819607145865
00110,0.4782907224633295
00111,0.5406663196944322
01000,0.5272639030545949
01001,0.5896395002856977
01010,0.5513482620344407
01011,0.6137238592655434
01100,0.5272639030545949
01101,0.5896395002856977
01110,0.5513482620344407
01111,0.6137238592655434
10000,0.5087594399452893
10001,0.571135037176392
10010,0.532843798925135
10011,0.5952193961562378
10100,0.5087594399452893
10101,0.571135037176392
10110,0.532843798925135
10111,0.5952193961562378
11000,0.5818169795164005
11001,0.6441925767475032
11010,0.6059013384962462
11011,0.6682769357273488
11100,0.5818169795164005
11101,0.6441925767475032
11110,0.6059013384962462
11111,0.6682769357273488
00000,0.49279141266314525
00001,0.4254867094564421
00010,0.5995466295399867
00011,0.6437979237400493
00100,0.4751240729899324
00101,0.45971216779901025
00110,0.581879289866774
00111,0.6780233820826174
01000,0.49279141266314525
01001,0.4254867094564421
01010,0.5995466295399867
01011,0.6437979237400493
01100,0.4751240729899324
01101,0.45971216779901025
01110,0.581879289866774
01111,0.6780233820826174
10000,0.5077129328913705
10001,0.6082472002597753
10010,0.5357742842212166
10011,0.747864548996387
10100,0.4900455932181577
10101,0.6424726586023435
10110,0.5181069445480038
10111,0.7820900073389552
11000,0.5077129328913705
11001,0.6082472002597753
11010,0.5357742842212166
11011,0.747864548996387
11100,0.4900455932181577
11101,0.6424726586023435
11110,0.5181069445480038
11111,0.7820900073389552
00000,0.47763202341350264
00001,0.5818712788597332
00010,0.7412894604898492
00011,0.7923368010726062
00100,0.544676371506158
00101,0.6489156269523886
00110,0.5750440849963139
00111,0.6260914255790709
01000,0.39826074983626153
01001,0.4794337210891568
01010,0.6619181869126081
01011,0.6898992433020298
01100,0.46530509792891694
01101,0.5464780691818122
01110,0.4956728114190728
01111,0.5236538678084945
10000,0.48813586790828156
10001,0.5923751233545121
10010,0.7054665725546797
10011,0.7565139131374367
10100,0.5551802160009369
10101,0.6594194714471675
10110,0.5392211970611445
10111,0.5902685376439014
11000,0.4087645943310404
11001,0.4899375655839357
11010,0.6260952989774387
11011,0.6540763553668603
11100,0.47580894242369587
11101,0.5569819136765911
11110,0.4598499234839033
11111,0.487830979873325
00000,0.2585336494230762
00001,0.2824452037572602
00010,0.37113806214428235
00011,0.39504961647846637
00100,0.4664031848114337
00101,0.49031473914561763
00110,0.35113502375239464
00111,0.37504657808657865
01000,0.31030944182748216
01001,0.4231535775871277
01010,0.39319059383296645
01011,0.506034729592612
01100,0.5181789772158396
01101,0.6310231129754851
01110,0.3731875554410788
01111,0.4860316912007242
10000,0.3949332713496437
10001,0.41884482568382764
10010,0.5075376840708499
10011,0.5314492384050338
10100,0.6028028067380011
10101,0.626714361072185
10110,0.48753464567896215
10111,0.5114462000131461
11000,0.27429294156881656
11001,0.38713707732846203
11010,0.35717409357430085
11011,0.4700182293339464
11100,0.48216247695717396
11101,0.5950066127168194
11110,0.3371710551824132
11111,0.45001519094205866
00000,0.44956088896050767
00001,0.5561045771287771
00010,0.4593604972632833
00011,0.43464507002192326
00100,0.40529570031930967
00101,0.511839388487579
00110,0.4150953086220852
00111,0.39037988138072527
01000,0.44956088896050767
01001,0.5561045771287771
01010,0.4593604972632833
01011,0.43464507002192326
01100,0.40529570031930967
01101,0.511839388487579
01110,0.4150953086220852
01111,0.39037988138072527
10000,0.3580126974144239
10001,0.5811812966404605
10010,0.36781230571719953
10011,0.4597217895336067
10100,0.32542879245561024
10101,0.5485973916816469
10110,0.3352284007583858
10111,0.42713788457479307
11000,0.3580126974144239
11001,0.5811812966404605
11010,0.36781230571719953
11011,0.4597217895336067
11100,0.32542879245561024
11101,0.5485973916816469
11110,0.3352284007583858
11111,0.42713788457479307
00000,0.7582443160274188
00001,0.741789146875209
00010,0.8648146196523984
00011,0.8483594505001886
00100,0.5172731940086434
00101,0.6443361300461253
00110,0.6238434976336229
00111,0.7509064336711049
01000,0.6136205515938611
01001,0.5971653824416514
01010,0.7397010031045628
01011,0.7232458339523531
01100,0.3726494295750856
01101,0.49971236561256765
01110,0.4987298810857873
01111,0.6257928171232694
10000,0.4169190585091088
10001,0.42669498765903785
10010,0.5234893621340884
10011,0.5332652912840173
10100,0.37983371726290704
10101,0.5331277516025279
10110,0.48640402088788665
10111,0.6396980552275074
11000,0.4808840947165394
11001,0.49066002386646845
11010,0.606964546227241
11011,0.6167404753771701
11100,0.44379875347033765
11101,0.5970927878099586
11110,0.5698792049810393
11111,0.7231732393206602
00000,0.6086158939127202
00001,0.6318844540828129
00010,0.6086158939127202
00011,0.6318844540828129
00100,0.550359118383529
00101,0.6661420124281456
00110,0.550359118383529
00111,0.6661420124281456
01000,0.5488250742148457
01001,0.5720936343849384
01010,0.5488250742148457
01011,0.5720936343849384
01100,0.49056829868565455
01101,0.6063511927302712
01110,0.49056829868565455
01111,0.6063511927302712
10000,0.39077218462273566
10001,0.41404074479282843
10010,0.39077218462273566
10011,0.41404074479282843
10100,0.45026783891005434
10101,0.566050732954671
10110,0.45026783891005434
10111,0.566050732954671
11000,0.5474406910637682
11001,0.570709251233861
11010,0.5474406910637682
11011,0.570709251233861
11100,0.6069363453510869
11101,0.7227192393957036
11110,0.6069363453510869
11111,0.7227192393957036
00000,0.5503716414260262
00001,0.5300586046455326
00010,0.5503716414260262
00011,0.5300586046455326
00100,0.3359058607310016
00101,0.31559282395050786
00110,0.3359058607310016
00111,0.31559282395050786
01000,0.4142919981136317
01001,0.40029240733912913
01010,0.4142919981136317
01011,0.40029240733912913
01100,0.46148095981575443
01101,0.44748136904125185
01110,0.46148095981575443
01111,0.44748136904125185
10000,0.6946790777876959
10001,0.6743660410072022
10010,0.6946790777876959
10011,0.6743660410072022
10100,0.47781864298256427
10101,0.4575056062020706
10110,0.47781864298256427
10111,0.4575056062020706
11000,0.5020843346416429
11001,0.48808474386714024
11010,0.5020843346416429
11011,0.48808474386714024
11100,0.5468786422336586
11101,0.5328790514591559
11110,0.5468786422336586
11111,0.5328790514591559
00000,0.5023893613921357
00001,0.5485498119647368
00010,0.46002262846691855
00011,0.5061830790395196
00100,0.5023893613921357
00101,0.5485498119647368
00110,0.46002262846691855
00111,0.5061830790395196
01000,0.3837693426004331
01001,0.3526615788444798
01010,0.47712648508891736
01011,0.44601872133296405
01100,0.3837693426004331
01101,0.3526615788444798
01110,0.47712648508891736
01111,0.44601872133296405
10000,0.2832311670684532
10001,0.32939161764105435
10010,0.24086443414323605
10011,0.28702488471583715
10100,0.2832311670684532
10101,0.32939161764105435
10110,0.24086443414323605
10111,0.28702488471583715
11000,0.6433057246615623
11001,0.612197960905609
11010,0.7366628671500466
11011,0.7055551033940932
11100,0.6433057246615623
11101,0.612197960905609
11110,0.7366628671500466
11111,0.7055551033940932
00000,0.314717644211295
00001,0.46313015979115874
00010,0.26791473815620775
00011,0.4163272537360715
00100,0.2994644861929709
00101,0.44787700177283474
00110,0.2526615801378836
00111,0.40107409571774744
01000,0.36453446038059645
01001,0.4501417738023218
01010,0.31773155432550915
01011,0.40333886774723443
01100,0.46180082387175325
01101,0.5474081372934787
01110,0.414997917816666
01111,0.5006052312383914
10000,0.4933831999808206
10001,0.5103326455704179
10010,0.48280009787158756
10011,0.49974954346118483
10100,0.4781300419624964
10101,0.49507948755209374
10110,0.4675469398532634
10111,0.48449638544286067
11000,0.543200016150122
11001,0.4973442595815808
11010,0.532616914040889
11011,0.48676115747234777
11100,0.6404663796412787
11101,0.5946106230727377
11110,0.6298832775320458
11111,0.5840275209635046
00000,0.5708872887876304
00001,0.5075936252668322
00010,0.1510499498024817
00011,0.3397480212414086
00100,0.6896760139243774
00101,0.6263823504035793
00110,0.2698386749392287
00111,0.4585367463781556
01000,0.6638870902126013
01001,0.600593426691803
01010,0.19199021458499207
01011,0.380688286023919
01100,0.7826758153493483
01101,0.7193821518285501
01110,0.3107789397217391
01111,0.499477011160666
10000,0.5748269529019823
10001,0.511533289381184
10010,0.2047172741143724
10011,0.39341534555329927
10100,0.59481691079079
10101,0.5315232472699918
10110,0.2247072320031802
10111,0.41340530344210713
11000,0.667826754326953
11001,0.6045330908061548
11010,0.24565753889688277
11011,0.43435561033580966
11100,0.6878167122157609
11101,0.6245230486949627
11110,0.2656474967856906
11111,0.45434556822461747
00000,0.4921154273570993
00001,0.5577493921461147
00010,0.5011604183009566
00011,0.3878368589000122
00100,0.48177260761180285
00101,0.5081014657655564
00110,0.48933169872070625
00111,0.5388856261957922
01000,0.5846411406592428
01001,0.7223454978206056
01010,0.5936861316031
01011,0.5524329645745032
01100,0.5742983209139464
01101,0.6726975714400474
01110,0.5818574120228497
01111,0.7034817318702832
10000,0.8081733184990686
10001,0.6839476455506232
10010,0.7064552822575866
10011,0.40327208511918144
10100,0.8595637232815768
10101,0.6960329436978695
10110,0.6373113633975335
10111,0.49700565313515865
11000,0.7649997354313638
11001,0.7502013817410156
11010,0.6632816991898818
11011,0.46952582130957393
11100,0.816390140213872
11101,0.7622866798882619
11110,0.5941377803298286
11111,0.5632593893255511
00000,0.4460537398802419
00001,0.5271587780803515
00010,0.4333718239893115
00011,0.5982003283278868
00100,0.42218814563776
00101,0.5521157900469
00110,0.400607868389795
00111,0.6124838607282845
01000,0.5578341640236614
01001,0.6428817204425423
01010,0.6140503947010061
01011,0.5507886734082333
01100,0.5339685697811796
01101,0.6678387324090908
01110,0.5812864391014896
01111,0.565072205808631
10000,0.4182216761501148
10001,0.5865885598210145
10010,0.6228858603683032
10011,0.5113077125755838
10100,0.3796251972348278
10101,0.5968146871147579
10110,0.6283495384906366
10111,0.5638188786978312
11000,0.5300021002935342
11001,0.7023115021832053
11010,0.8035644310799978
11011,0.46389605765593034
11100,0.4914056213782473
11101,0.7125376294769488
11110,0.809028109202331
11111,0.5164072237781776
00000,0.4746818655906967
00001,0.4079659282837582
00010,0.39370869949762977
00011,0.4290872501579644
00100,0.4888827716565194
00101,0.48358685872340335
00110,0.4862008819279115
00111,0.5829994569620685
01000,0.34886212157995683
01001,0.42525736135767644
01010,0.4486204813547518
01011,0.28853416057274944
01100,0.26823987432828167
01101,0.4060551384798236
01110,0.6084366592103808
01111,0.5097703628022008
10000,0.43660590268715804
10001,0.5332105532971261
10010,0.3374639019600537
10011,0.5361630405372948
10100,0.7069166416924786
10101,0.8192112405224676
10110,0.5027464583389805
10111,0.7171355451362424
11000,0.3107861586764182
11001,0.5505019863710443
11010,0.3923756838171757
11011,0.3956099509520799
11100,0.4862737443642409
11101,0.7416795202788878
11110,0.6249822356214497
11111,0.6439064509763748
00000,0.3126812978089532
00001,0.28937699837418884
00010,0.42507095147882834
00011,0.2594124078835498
00100,0.4831566204916342
00101,0.44687553950696113
00110,0.5955462741615094
00111,0.4169109490163221
01000,0.4330177461576823
01001,0.5492160370654979
01010,0.6653007709607206
01011,0.6173053745587812
01100,0.38227032416046736
01101,0.46686726383408883
01110,0.6145533489635057
01111,0.5349566013273722
10000,0.43263044648695353
10001,0.374026215089407
10010,0.5450201001568288
10011,0.34406162459876793
10100,0.504220920871111
10101,0.456231487459913
10110,0.6166105745409862
10111,0.426266896969274
11000,0.6360768652504843
11001,0.7169752241955176
11010,0.8683598900535227
11011,0.785064561688801
11100,0.48556287842130813
11101,0.5584514656684044
11110,0.7178459032243464
11111,0.6265408031616879
00000,0.6125578601251982
00001,0.37449908714242996
00010,0.5947497023380671
00011,0.510084149878095
00100,0.5844067100017446
00101,0.4314165846084615
00110,0.3793508559845476
00111,0.3797539511140607
01000,0.8091594272077401
01001,0.692591374380717
01010,0.791351269420609
01011,0.828176437116382
01100,0.7111030613054059
01101,0.679603656067868
01110,0.506047207288209
01111,0.6279410225734672
10000,0.48860698075478226
10001,0.45994924452823155
10010,0.5620292954487022
10011,0.5528497437579655
10100,0.28380024262681175
10101,0.3543046233078365
10110,0.24668418700399428
10111,0.336666752220833
11000,0.4697231203637836
11001,0.5724151544106373
11010,0.5431454350577036
11011,0.6653156536403713
11100,0.4285810728903515
11101,0.6304352238447806
11110,0.39146501726753397
11111,0.612797352757777
00000,0.4801819912367238
00001,0.6313359014764977
00010,0.49062459276870873
00011,0.7319987503149057
00100,0.4902472153764196
00101,0.6325672203404262
00110,0.4492348041059494
00111,0.6817750563763791
01000,0.6371650398059636
01001,0.5735062580539689
01010,0.6353011626512876
01011,0.4679254294007581
01100,0.5931269636474621
01101,0.5206342766197003
01110,0.6076208645829799
01111,0.43141122605668336
10000,0.5362807069329023
10001,0.5775541566965046
10010,0.5467233084648873
10011,0.6782170055349127
10100,0.7090359827497913
10101,0.5288324142155084
10110,0.6680235714793212
10111,0.5780402502514613
11000,0.5915242131625333
11001,0.5607726174811816
11010,0.5896603360078574
11011,0.4551917888279708
11100,0.710176188681225
11101,0.4579475747019881
11110,0.724670089616743
11111,0.36872452413897117
00000,0.5438530835378695
00001,0.4701364862433941
00010,0.692564704778952
00011,0.39619585275241354
00100,0.6667371887432795
00101,0.5844228786535535
00110,0.8055596663119939
00111,0.5085947229755592
01000,0.36963483416937554
01001,0.4566623837503891
01010,0.5381339403685075
01011,0.43368993333826894
01100,0.4925189393747855
01101,0.5709487761605485
01110,0.6511289019015493
01111,0.5460888035614146
10000,0.5093929359166268
10001,0.7688682581948232
10010,0.4803370773654693
10011,0.5171601449116026
10100,0.4972217827875952
10101,0.748099392270541
10110,0.5259349133285967
10111,0.5621618895648337
